accident_date,accident_time,step,ad_state,acman_rec,acfem_rec,deadman_rec,deadfem_rec,cause_type
1/28/2022,2:30:30 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/27/2022,12:51:51 PM,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
1/25/2022,8:34:34 AM,ศรีรัช,ปกติ,1,0,0,0,เบรกกะทันหัน
1/25/2022,4:38:38 AM,เฉลิมมหานคร,ปกติ,1,0,0,1,หลับใน
1/25/2022,12:24:24 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/23/2022,1:44:44 AM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/23/2022,12:42:42 AM,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
1/23/2022,6:00:00 PM,ฉลองรัช,ปกติ,0,1,0,0,เบรกกะทันหัน
1/22/2022,9:32:32 AM,ศรีรัช,ฝนตก,0,0,0,0,ยางแตก
1/22/2022,10:28:28 AM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
1/22/2022,10:20:20 AM,เฉลิมมหานคร,ฝนตก,1,0,0,0,ขับรถเร็วเกินไป
1/21/2022,1:05:05 AM,ศรีรัช,ปกติ,0,0,0,0,หลับใน
1/21/2022,3:12:12 PM,ศรีรัช,ปกติ,0,0,0,0,ล้อหลุด
1/21/2022,12:23:23 AM,ฉลองรัช,ปกติ,0,0,0,0,เพลิงไหม้
1/20/2022,11:37:37 AM,ฉลองรัช,ปกติ,1,0,0,0,ขับรถคล่อมเลน
1/20/2022,1:45:45 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,หลับใน
1/20/2022,4:12:12 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
1/20/2022,10:55:55 AM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับชิดขอบทางขวามากเกินไป
1/19/2022,11:06:06 AM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
1/19/2022,11:14:14 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
1/18/2022,11:23:23 AM,ฉลองรัช,ปกติ,0,0,0,0,เบรกกระชั้นชิด
1/17/2022,3:02:02 AM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
1/17/2022,5:05:05 AM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,มองไม่เห็น
1/17/2022,9:36:36 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
1/16/2022,12:41:41 AM,ฉลองรัช,ปกติ,0,0,0,0,ขับขี่กระชั้นชิด
1/16/2022,5:00:00 AM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
1/15/2022,6:50:50 AM,ฉลองรัช,ปกติ,0,1,0,0,ยางแตก
1/15/2022,10:51:51 AM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
1/15/2022,2:50:50 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับรถช้าลง
1/14/2022,9:14:14 AM,เฉลิมมหานคร,ปกติ,2,1,0,0,หลับใน
1/14/2022,7:59:59 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,สภาพแวดล้อม
1/11/2022,7:34:34 PM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/10/2022,3:55:55 PM,ฉลองรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/9/2022,7:43:43 PM,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/9/2022,7:55:55 AM,ฉลองรัช,ปกติ,0,1,0,0,สภาพแวดล้อม
1/8/2022,5:06:06 AM,ฉลองรัช,ปกติ,0,0,0,0,ยางแตกล้อหลัง
1/8/2022,12:53:53 PM,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/6/2022,9:57:57 PM,ศรีรัช,ปกติ,0,0,0,0,ผู้ขับขี่นั่งบุคคลก้มดูโทรศัพท
1/5/2022,9:20:20 AM,ศรีรัช,ปกติ,0,1,0,0,นั่งบุคคลIsuzuเบรคไม่ทัน
1/5/2022,3:39:39 PM,บูรพาวิถี,ปกติ,0,0,0,0,บรรทุกรถ Atvเกิดไฟฟ้าลัดวงจร
1/5/2022,7:46:46 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
1/4/2022,9:17:17 AM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
1/2/2022,11:25:25 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
1/2/2022,7:17:17 PM,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถกระชั้นชิด
1/1/2022,8:30:30 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,2,0,0,ขับรถช้าลง
1/1/2022,1:07:07 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,3,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/31/2021,10:30:30 AM,บูรพาวิถี,ปกติ,0,3,0,0,ขับรถกระชิด
12/31/2021,6:28:28 PM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,1,0,0,หลับใน
12/30/2021,10:59:59 PM,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
12/28/2021,4:17:17 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,1,1,0,หลับใน
12/28/2021,8:33:33 PM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
12/27/2021,1:59:59 PM,เฉลิมมหานคร,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
12/27/2021,11:47:47 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,หลับใน
12/25/2021,12:31:31 AM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/24/2021,2:40:40 AM,ศรีรัช,ปกติ,0,0,0,0,หลับใน
12/24/2021,10:49:49 PM,ศรีรัช,ปกติ,0,0,0,0,หลับใน
12/24/2021,9:32:32 PM,อุดรรัถยา,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
12/24/2021,3:07:07 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
12/24/2021,11:07:07 AM,ทางหลวงพิเศษหมายเลข 37,ปกติ,2,0,0,0,เบรคขัดข้อง
12/23/2021,6:40:40 PM,ฉลองรัช,ปกติ,1,1,0,0,เปลี่ยนช่องทางกระทันหัน
12/23/2021,12:10:10 PM,อุดรรัถยา,ปกติ,2,0,0,0,หลับใน
12/23/2021,3:25:25 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,ผู้ขับขี่หมดสติ
12/23/2021,6:47:47 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,หลับใน
12/22/2021,8:45:45 PM,ศรีรัช,ปกติ,0,0,0,0,หลับใน
12/22/2021,5:40:40 PM,ฉลองรัช,ปกติ,0,0,0,0,ขับรถช้าลง
12/22/2021,7:01:01 AM,เฉลิมมหานคร,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/21/2021,11:41:41 PM,ศรีรัช,ปกติ,0,0,1,0,เบรคขัดข้อง
12/20/2021,10:08:08 AM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
12/20/2021,12:57:57 PM,บางพลี-สุขสวัสดิ์,ปกติ,2,0,0,0,หลับใน
12/19/2021,5:30:30 AM,ศรีรัช,ปกติ,1,0,0,0,หลับใน
12/19/2021,7:36:36 PM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
12/18/2021,12:18:18 AM,ศรีรัช,ปกติ,0,0,1,2,ขับรถเร็วเกินไป
12/18/2021,6:32:32 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
12/18/2021,8:13:13 PM,ฉลองรัช,ปกติ,1,1,0,0,เปลี่ยนช่องทางกระทันหัน
12/18/2021,10:51:51 PM,อุดรรัถยา,ปกติ,1,0,0,0,หลับใน
12/18/2021,7:23:23 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
12/18/2021,2:05:05 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,สภาพแวดล้อม
12/18/2021,5:24:24 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
12/18/2021,1:06:06 AM,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,0,0,0,หลับใน
12/17/2021,1:07:07 PM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,เบรคขัดข้อง
12/16/2021,11:10:10 PM,ศรีรัช,ปกติ,0,0,0,0,เบรกกะทันหันรถเสียการทรงตัว
12/16/2021,9:13:13 AM,ฉลองรัช,ปกติ,2,0,0,0,ยางแตก
12/15/2021,3:50:50 AM,ศรีรัช,ปกติ,0,0,0,0,หลับใน
12/15/2021,6:50:50 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
12/15/2021,5:23:23 PM,ฉลองรัช,ปกติ,1,2,0,0,หลับใน
12/15/2021,10:58:58 AM,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
12/14/2021,1:42:42 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
12/14/2021,4:40:40 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
12/12/2021,12:35:35 AM,เฉลิมมหานคร,ปกติ,1,0,0,0,หลับใน
12/12/2021,4:12:12 AM,เฉลิมมหานคร,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
12/10/2021,4:41:41 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/10/2021,1:50:50 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
12/8/2021,7:42:42 PM,เฉลิมมหานคร,ปกติ,0,1,0,0,เบรคขัดข้อง
12/7/2021,8:28:28 AM,เฉลิมมหานคร,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
12/6/2021,12:40:40 PM,ศรีรัช,ปกติ,0,0,0,0,เพลาข้างด้านขวาขาด
12/6/2021,6:21:21 PM,บูรพาวิถี,ปกติ,2,3,0,0,ขับรถเร็วเกินไป
12/6/2021,3:07:07 PM,เฉลิมมหานคร,ปกติ,0,1,0,0,ขับรถกระชั้นชิด
12/5/2021,4:37:37 AM,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/5/2021,2:07:07 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
12/5/2021,4:59:59 PM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/5/2021,10:25:25 PM,อุดรรัถยา,ปกติ,0,0,0,0,หลับใน
12/5/2021,12:55:55 AM,เฉลิมมหานคร,ปกติ,0,1,0,0,หลับใน
12/5/2021,2:25:25 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/4/2021,12:36:36 AM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/4/2021,10:37:37 PM,ฉลองรัช,ปกติ,1,0,0,0,ก้มเก็บสิ่งของ
12/4/2021,4:00:00 PM,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
12/3/2021,12:47:47 AM,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
12/3/2021,8:25:25 AM,เฉลิมมหานคร,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
12/2/2021,8:28:28 PM,บูรพาวิถี,ปกติ,0,0,0,0,สภาพแวดล้อม
12/1/2021,10:57:57 PM,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
12/1/2021,10:35:35 PM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
11/30/2021,9:13:13 PM,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
11/30/2021,10:22:22 AM,อุดรรัถยา,ปกติ,0,0,0,0,ก้มเก็บของในรถ
11/30/2021,2:42:42 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
11/29/2021,1:35:35 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,หลับใน
11/29/2021,9:26:26 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/28/2021,1:30:30 AM,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
11/28/2021,7:45:45 AM,เฉลิมมหานคร,ปกติ,0,1,0,0,ขับขี่ในระยะกระชั้นชิด
11/28/2021,10:12:12 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/28/2021,4:26:26 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/28/2021,11:40:40 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
11/27/2021,8:22:22 AM,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/27/2021,6:35:35 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/27/2021,11:43:43 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ระบบไฟฟ้าขัดข้อง
11/25/2021,10:41:41 PM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/24/2021,7:28:28 PM,ฉลองรัช,ปกติ,0,0,0,0,เลรคกะทันหัน
11/23/2021,12:48:48 PM,อุดรรัถยา,ปกติ,0,0,0,0,เข้าช่องเก็บค่าผ่านผิด
11/21/2021,12:40:40 PM,บูรพาวิถี,ปกติ,4,1,0,0,ขับรถเร็วเกินไป
11/21/2021,2:24:24 PM,เฉลิมมหานคร,ปกติ,2,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/21/2021,6:36:36 AM,ศรีรัช-วงแหวนรอบนอก,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
11/20/2021,1:03:03 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/20/2021,12:27:27 AM,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
11/20/2021,9:38:38 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/20/2021,10:12:12 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
11/19/2021,11:17:17 AM,ศรีรัช,ปกติ,0,1,0,0,ขับรถกระชั้นชิด
11/19/2021,4:11:11 PM,ศรีรัช,ปกติ,2,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/19/2021,7:37:37 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/19/2021,9:20:20 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/19/2021,3:40:40 PM,บางพลี-สุขสวัสดิ์,ปกติ,2,1,0,0,ขับรถกระชั้นชิด
11/18/2021,2:51:51 PM,ฉลองรัช,ปกติ,0,2,0,0,กระชั้นชิดเบรกไม่ทัน
11/18/2021,2:49:49 PM,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
11/18/2021,12:10:10 AM,เฉลิมมหานคร,ปกติ,0,0,1,0,หลับใน
11/18/2021,1:58:58 AM,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,หลับใน
11/17/2021,9:55:55 PM,ศรีรัช,ปกติ,2,0,0,0,หลับใน
11/17/2021,8:23:23 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
11/16/2021,10:55:55 AM,ศรีรัช,ปกติ,0,0,0,0,หลับใน
11/16/2021,2:48:48 AM,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ยางแตก
11/15/2021,9:25:25 AM,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/14/2021,1:40:40 PM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/13/2021,9:20:20 PM,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/12/2021,7:33:33 PM,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
11/12/2021,11:00:00 AM,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/11/2021,10:22:22 AM,ศรีรัช,ปกติ,0,0,0,0,สภาพแวดล้อม
11/10/2021,11:00:00 AM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/10/2021,11:23:23 AM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/10/2021,11:37:37 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/9/2021,12:45:45 AM,ศรีรัช,ปกติ,0,0,0,0,กระบะToyotaทำสิ่งของตกหล่น
11/9/2021,8:26:26 PM,ศรีรัช,ปกติ,0,0,0,0,ขับรถกระชั้นชิด
11/9/2021,10:09:09 AM,บูรพาวิถี,ปกติ,1,0,0,0,ยางแตก
11/9/2021,8:55:55 PM,เฉลิมมหานคร,ปกติ,0,0,1,0,เปลี่ยนช่องทางกระทันหัน
11/9/2021,9:24:24 PM,เฉลิมมหานคร,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
